,deposit,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
8903,no,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,120,2,272,1,failure
4989,yes,37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,2,-1,0,unknown
9821,no,35,blue-collar,divorced,primary,no,13,no,yes,cellular,9,jul,364,1,-1,0,unknown
10114,no,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown
9480,no,45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,0,unknown
1792,yes,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success
8496,no,31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,323,1,109,5,failure
1300,yes,37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown
2200,yes,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown
10086,no,31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,3,-1,0,unknown
1426,yes,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown
4346,yes,52,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,8,-1,0,unknown
10022,no,31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown
9380,no,36,technician,single,secondary,no,818,yes,yes,cellular,19,aug,96,4,-1,0,unknown
275,yes,41,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,-1,0,unknown
6700,no,40,admin.,married,secondary,no,67,no,yes,cellular,19,nov,359,2,152,5,failure
2680,yes,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other
9313,no,27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,331,2,-1,0,unknown
5999,no,32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure
58,yes,40,technician,single,unknown,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown
5926,no,40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,148,2,-1,0,unknown
6991,no,45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,unknown
2657,yes,25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success
9338,no,27,self-employed,single,tertiary,no,270,yes,no,unknown,27,may,470,2,-1,0,unknown
6949,no,38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,46,1,-1,0,unknown
7135,no,50,services,divorced,secondary,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,unknown
8086,no,53,blue-collar,married,unknown,no,111,no,no,unknown,20,jun,39,3,-1,0,unknown
5409,no,34,technician,single,tertiary,no,2047,yes,no,cellular,28,jul,57,5,-1,0,unknown
5304,no,60,retired,married,secondary,no,8121,yes,yes,cellular,18,aug,98,7,-1,0,unknown
475,yes,43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,-1,0,unknown
9361,no,46,blue-collar,divorced,primary,no,916,yes,no,cellular,11,may,472,2,-1,0,unknown
9583,no,38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,1,-1,0,unknown
1087,yes,23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,8,1,-1,0,unknown
5829,no,28,management,single,tertiary,no,278,no,yes,cellular,29,jan,194,1,-1,0,unknown
8593,no,41,admin.,married,secondary,no,120,no,yes,cellular,8,jul,489,1,-1,0,unknown
3495,yes,46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success
1865,yes,47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,3,failure
10915,no,56,management,divorced,tertiary,no,3885,yes,no,cellular,10,jul,51,1,-1,0,unknown
6703,no,39,blue-collar,married,secondary,no,171,yes,yes,cellular,8,may,153,1,353,1,failure
1612,yes,35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown
7851,no,23,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,6,5,350,2,failure
7550,no,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown
10726,no,51,self-employed,married,secondary,no,44,yes,yes,telephone,21,jul,79,1,-1,0,unknown
6562,no,37,services,single,primary,no,0,no,yes,cellular,6,feb,155,6,245,5,other
3845,yes,35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success
4755,yes,21,student,single,primary,no,423,no,no,telephone,18,jan,287,5,285,5,success
9325,no,53,management,married,tertiary,no,1356,yes,no,cellular,9,nov,371,2,96,4,failure
5563,no,32,management,single,tertiary,no,131,yes,no,cellular,11,aug,112,1,81,1,other
7663,no,27,blue-collar,married,primary,no,106,yes,no,unknown,30,may,150,5,-1,0,unknown
7918,no,30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown
5253,yes,31,blue-collar,married,primary,no,-537,yes,yes,cellular,21,jul,1039,7,-1,0,unknown
4816,yes,30,blue-collar,married,secondary,no,278,yes,yes,unknown,23,may,1073,1,-1,0,unknown
3105,yes,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success
9743,no,41,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122,1,-1,0,unknown
2961,yes,35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other
297,yes,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown
9120,no,32,blue-collar,married,secondary,no,1,yes,no,cellular,18,nov,77,3,-1,0,unknown
5538,no,29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown
1519,yes,52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,709,1,-1,0,unknown
6531,no,44,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,681,3,-1,0,unknown
5425,no,35,management,divorced,tertiary,no,538,yes,no,unknown,12,may,66,4,-1,0,unknown
7543,no,32,self-employed,married,secondary,no,67,no,no,cellular,5,aug,153,1,-1,0,unknown
8954,no,42,technician,single,tertiary,no,35,yes,yes,cellular,17,nov,38,1,115,5,other
10491,no,46,admin.,divorced,secondary,no,1198,yes,yes,cellular,7,apr,837,1,307,1,other
1077,yes,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown
6122,no,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown
4789,yes,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure
4209,yes,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure
4070,yes,34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success
335,yes,44,services,married,secondary,no,522,no,yes,unknown,20,jun,911,1,-1,0,unknown
9545,no,37,technician,married,secondary,no,0,yes,yes,cellular,15,jul,101,3,-1,0,unknown
9261,no,47,technician,divorced,secondary,no,2836,no,yes,cellular,14,aug,10,2,-1,0,unknown
1844,yes,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other
8287,no,35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure
38,yes,38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown
10289,no,34,housemaid,married,tertiary,no,11219,no,no,cellular,25,may,112,1,-1,0,unknown
6743,no,44,services,married,secondary,no,191,yes,yes,cellular,7,may,490,1,-1,0,unknown
9724,no,29,technician,divorced,secondary,no,328,yes,yes,cellular,4,feb,25,1,-1,0,unknown
9697,no,32,admin.,married,tertiary,no,390,yes,yes,cellular,5,may,100,1,243,1,other
2385,yes,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown
420,yes,28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,2,-1,0,unknown
8804,no,47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,163,8,-1,0,unknown
7638,no,35,management,married,tertiary,no,109,no,yes,cellular,21,aug,257,2,-1,0,unknown
10243,no,33,self-employed,divorced,tertiary,no,454,no,yes,cellular,18,nov,134,1,-1,0,unknown
72,yes,41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,-1,0,unknown
4815,yes,35,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,954,1,-1,0,unknown
5624,no,45,blue-collar,married,secondary,no,87,yes,no,cellular,14,may,96,1,360,3,failure
4448,yes,45,blue-collar,married,primary,no,101,yes,no,unknown,12,may,460,5,-1,0,unknown
10150,no,31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15,may,112,2,-1,0,unknown
6502,no,30,services,single,secondary,no,245,no,yes,cellular,8,jul,187,2,-1,0,unknown
11008,no,56,services,married,unknown,no,616,no,no,unknown,18,jun,1812,1,-1,0,unknown
2062,yes,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown
1853,yes,57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure
7728,no,33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,unknown
5322,no,26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,may,174,1,-1,0,unknown
5695,no,42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown
7684,no,37,blue-collar,married,primary,no,1796,yes,yes,cellular,17,apr,232,2,-1,0,unknown
1555,yes,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown
1348,yes,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,-1,0,unknown
6850,no,55,services,married,secondary,no,244,yes,no,cellular,8,may,171,1,-1,0,unknown
9212,no,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown
9979,no,29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown
5418,no,59,technician,divorced,secondary,no,2,no,no,cellular,26,aug,164,2,-1,0,unknown
1564,yes,42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown
4110,yes,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown
8276,no,34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown
8029,no,48,blue-collar,single,secondary,no,8982,yes,no,unknown,14,may,628,1,-1,0,unknown
2111,yes,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure
10749,no,53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure
531,yes,44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown
7315,no,25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,unknown
6602,no,23,technician,single,secondary,no,-782,yes,yes,unknown,19,jun,197,10,-1,0,unknown
7740,no,39,admin.,single,secondary,no,6512,no,no,unknown,20,jun,16,6,-1,0,unknown
5458,no,29,blue-collar,single,secondary,no,415,no,yes,cellular,28,jan,161,1,-1,0,unknown
6384,no,48,services,single,primary,no,-139,no,no,cellular,13,may,75,2,-1,0,unknown
455,yes,51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,1,-1,0,unknown
8522,no,34,self-employed,married,secondary,no,179,yes,yes,cellular,24,jul,137,4,-1,0,unknown
3826,yes,29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success
8335,no,65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,-1,0,unknown
11020,no,49,entrepreneur,divorced,secondary,no,2908,no,no,unknown,6,jun,322,1,-1,0,unknown
696,yes,33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown
2440,yes,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown
7917,no,50,blue-collar,married,primary,no,533,no,no,cellular,21,aug,212,4,-1,0,unknown
9939,no,44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other
1472,yes,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown
1293,yes,46,technician,married,secondary,no,3434,no,yes,cellular,27,feb,115,1,-1,0,unknown
2934,yes,39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success
6178,no,40,blue-collar,married,secondary,no,1028,yes,yes,cellular,17,apr,319,1,-1,0,unknown
10375,no,43,services,married,secondary,no,192,yes,yes,unknown,30,may,273,2,-1,0,unknown
195,yes,45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown
10585,no,56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,8,jul,325,1,-1,0,unknown
151,yes,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,751,1,-1,0,unknown
639,yes,39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown
1619,yes,39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown
597,yes,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown
4551,yes,31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other
1857,yes,47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1080,1,-1,0,unknown
55,yes,40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,704,1,-1,0,unknown
9069,no,39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown
4977,yes,60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,429,2,-1,0,unknown
1593,yes,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown
9997,no,54,management,married,secondary,no,1660,no,no,cellular,20,nov,337,3,-1,0,unknown
2775,yes,61,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131,1,-1,0,unknown
10212,no,34,blue-collar,married,secondary,no,-58,yes,yes,unknown,28,may,157,2,-1,0,unknown
1630,yes,37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown
7266,no,32,management,married,tertiary,no,-383,yes,no,unknown,27,may,241,1,-1,0,unknown
4605,yes,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown
8508,no,36,technician,married,tertiary,no,571,yes,yes,cellular,31,jul,46,3,-1,0,unknown
3941,yes,80,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,3,91,13,success
1016,yes,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other
5358,no,41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown
3179,yes,53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success
1506,yes,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown
10516,no,32,services,married,secondary,no,1398,yes,yes,cellular,15,may,233,1,-1,0,unknown
9732,no,32,blue-collar,married,primary,no,902,yes,no,unknown,27,may,106,2,-1,0,unknown
7396,no,46,management,married,tertiary,no,716,yes,yes,cellular,8,may,557,1,172,1,failure
8084,no,51,services,married,secondary,no,122,no,yes,cellular,6,aug,499,2,-1,0,unknown
9649,no,48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,unknown
4862,yes,25,student,single,secondary,no,108,no,no,cellular,29,apr,305,3,-1,0,unknown
5816,no,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown
6297,no,35,blue-collar,single,primary,no,1147,yes,yes,telephone,7,may,29,1,-1,0,unknown
909,yes,34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,-1,0,unknown
19,yes,49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,513,1,-1,0,unknown
7342,no,56,admin.,married,secondary,no,1554,yes,yes,cellular,6,feb,15,6,190,27,other
9954,no,35,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,2,-1,0,unknown
1427,yes,32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,-1,0,unknown
7226,no,41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown
2473,yes,70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651,1,-1,0,unknown
9138,no,34,technician,single,secondary,no,5731,yes,no,cellular,21,jul,101,3,-1,0,unknown
8545,no,34,technician,married,secondary,no,1254,no,no,cellular,6,may,77,3,-1,0,unknown
3243,yes,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure
7310,no,25,services,single,secondary,no,382,yes,no,unknown,13,may,392,1,-1,0,unknown
4461,yes,29,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311,2,-1,0,unknown
10668,no,34,technician,single,secondary,no,664,yes,yes,cellular,11,may,88,2,343,2,other
6947,no,34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,3,failure
9932,no,34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,2,-1,0,unknown
6196,no,40,technician,married,secondary,no,192,yes,yes,cellular,15,may,16,8,351,5,failure
9390,no,26,blue-collar,single,secondary,no,658,no,yes,telephone,23,jul,34,4,-1,0,unknown
5474,no,31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure
8860,no,41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,-1,0,unknown
5819,no,28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure
9891,no,36,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225,4,-1,0,unknown
7514,no,52,services,married,secondary,no,2993,no,no,cellular,11,mar,96,6,-1,0,unknown
7690,no,55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown
10205,no,60,blue-collar,married,primary,no,14,yes,yes,cellular,15,may,781,4,178,3,failure
4393,yes,60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,unknown
1038,yes,33,services,married,secondary,no,2918,no,yes,cellular,20,nov,1059,2,-1,0,unknown
2392,yes,58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown
9962,no,52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown
10412,no,28,blue-collar,married,secondary,no,-26,no,yes,cellular,30,jan,81,1,-1,0,unknown
10132,no,33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown
4494,yes,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success
2155,yes,26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success
5370,no,32,self-employed,divorced,tertiary,no,3695,yes,no,cellular,15,may,34,1,353,3,other
8786,no,56,blue-collar,married,secondary,no,771,yes,yes,unknown,19,jun,254,1,-1,0,unknown
7378,no,47,housemaid,divorced,primary,no,61,no,no,cellular,29,jul,69,5,-1,0,unknown
5932,no,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure
6506,no,38,technician,divorced,secondary,no,1221,yes,yes,cellular,18,aug,73,7,-1,0,unknown
1162,yes,75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,136,3,-1,0,unknown
7856,no,29,blue-collar,married,primary,no,59,yes,yes,cellular,29,jul,665,4,-1,0,unknown
471,yes,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown
2494,yes,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown
8876,no,34,management,married,tertiary,no,118,no,yes,telephone,17,jul,171,3,-1,0,unknown
4572,yes,36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure
852,yes,48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown
10391,no,40,technician,married,secondary,no,1270,no,no,cellular,17,apr,342,2,-1,0,unknown
724,yes,52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,-1,0,unknown
6039,no,41,technician,married,secondary,no,201,no,yes,cellular,14,jul,53,8,-1,0,unknown
6268,no,51,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown
429,yes,30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,1,-1,0,unknown
6489,no,38,admin.,divorced,secondary,yes,0,no,yes,cellular,21,jul,126,3,-1,0,unknown
9873,no,39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,4,-1,0,unknown
2375,yes,54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown
2016,yes,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,0,unknown
10773,no,31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,15,may,548,1,-1,0,unknown
3056,yes,25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success
9638,no,35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,-1,0,unknown
46,yes,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown
10050,no,56,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,1,-1,0,unknown
1272,yes,24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,134,2,-1,0,unknown
4203,yes,34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success
7127,no,41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other
6972,no,43,entrepreneur,married,primary,no,2315,yes,yes,cellular,14,may,42,1,-1,0,unknown
9324,no,35,admin.,married,secondary,no,-244,yes,yes,cellular,6,may,118,1,-1,0,unknown
10547,no,32,admin.,married,secondary,no,57,no,yes,cellular,22,jul,50,2,-1,0,unknown
9725,no,48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,2,-1,0,unknown
10387,no,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown
10357,no,29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,unknown
9885,no,32,management,married,tertiary,no,2213,no,no,cellular,29,jan,125,2,154,7,failure
7484,no,25,admin.,single,secondary,no,131,yes,yes,unknown,9,may,237,1,-1,0,unknown
1903,yes,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,-1,0,unknown
2339,yes,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown
7177,no,31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,135,2,-1,0,unknown
9937,no,35,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,2,-1,0,unknown
2422,yes,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success
10248,no,35,management,single,tertiary,no,687,yes,no,unknown,30,may,166,2,-1,0,unknown
582,yes,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown
5710,no,38,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203,1,-1,0,unknown
5765,no,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure
6262,no,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown
9758,no,47,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80,4,-1,0,unknown
2834,yes,56,management,married,secondary,no,0,no,no,cellular,27,oct,298,1,111,8,other
949,yes,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown
6265,no,52,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown
5356,no,45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown
5838,no,57,management,married,tertiary,no,3431,yes,no,unknown,16,may,73,1,-1,0,unknown
8557,no,37,unemployed,single,secondary,no,48,no,no,cellular,31,jul,40,10,-1,0,unknown
5068,yes,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure
372,yes,33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,-1,0,unknown
10119,no,61,retired,married,unknown,no,-492,no,yes,unknown,4,jul,333,1,-1,0,unknown
8428,no,24,student,single,primary,no,0,no,no,unknown,5,jun,25,26,-1,0,unknown
1105,yes,60,technician,married,tertiary,no,-71,yes,yes,cellular,30,jan,1451,1,-1,0,unknown
4982,yes,59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,3,-1,0,unknown
5652,no,56,management,married,tertiary,no,505,yes,yes,cellular,5,may,221,1,169,3,failure
3235,yes,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown
5566,no,33,blue-collar,married,primary,no,331,yes,no,unknown,30,may,139,3,-1,0,unknown
106,yes,44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,650,3,-1,0,unknown
5653,no,33,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown
4786,yes,30,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,1,-1,0,unknown
7755,no,33,management,married,tertiary,no,621,no,no,cellular,12,aug,913,5,-1,0,unknown
3488,yes,33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success
2268,yes,35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure
4843,yes,58,admin.,married,secondary,no,4348,yes,no,cellular,23,jun,790,4,141,1,other
5557,no,33,management,married,secondary,no,67,yes,yes,unknown,23,may,316,4,-1,0,unknown
1306,yes,30,admin.,single,secondary,no,523,no,yes,cellular,3,mar,83,1,-1,0,unknown
9411,no,31,technician,single,secondary,no,354,no,yes,cellular,22,aug,186,2,-1,0,unknown
8119,no,31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown
4037,yes,27,admin.,married,tertiary,no,346,no,no,cellular,11,oct,212,1,-1,0,unknown
4926,yes,31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,872,1,-1,0,unknown
5938,no,31,services,single,secondary,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown
7555,no,42,services,single,secondary,no,247,yes,no,cellular,31,jul,114,2,-1,0,unknown
4901,yes,61,retired,married,tertiary,no,32685,no,no,cellular,2,mar,1447,2,-1,0,unknown
9716,no,34,admin.,married,secondary,no,560,yes,no,unknown,5,may,198,3,-1,0,unknown
9493,no,55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,2,-1,0,unknown
1888,yes,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,-1,0,unknown
9430,no,89,retired,married,tertiary,no,553,no,no,telephone,19,aug,2027,5,-1,0,unknown
2575,yes,60,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,3,91,1,success
9712,no,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,2,-1,0,unknown
5443,no,24,services,single,secondary,no,1299,yes,yes,cellular,18,may,113,2,-1,0,unknown
9606,no,48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,1,-1,0,unknown
530,yes,41,management,single,tertiary,no,1253,no,no,cellular,21,jul,1134,5,-1,0,unknown
6801,no,57,services,divorced,primary,no,1367,no,no,unknown,9,jun,144,3,-1,0,unknown
5375,no,49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,unknown
8741,no,39,management,married,tertiary,no,1654,no,yes,cellular,21,nov,151,1,-1,0,unknown
1006,yes,36,services,married,secondary,no,11462,yes,no,cellular,20,nov,993,1,-1,0,unknown
202,yes,41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,659,2,-1,0,unknown
8827,no,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,188,1,-1,0,unknown
1975,yes,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown
1009,yes,32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,unknown
