,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
5786,240000.0,2,1,1,40,2,2,2,2,-2,-2,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21593,280000.0,2,2,2,25,0,0,0,0,0,0,139019.0,141146.0,129252.0,103317.0,101085.0,104181.0,4074.0,4232.0,4022.0,3000.0,4010.0,100022.0,0
23983,160000.0,1,2,2,25,0,0,0,0,0,0,4071.0,4554.0,4770.0,5494.0,4586.0,4686.0,1060.0,1276.0,1000.0,92.0,100.0,1000.0,0
15599,90000.0,1,3,1,56,2,0,0,2,2,0,48900.0,37039.0,36334.0,34214.0,30789.0,28994.0,2000.0,4000.0,1100.0,0.0,1050.0,1034.0,1
15984,240000.0,2,2,2,48,0,0,0,0,0,0,234312.0,231407.0,233781.0,220150.0,190170.0,194018.0,9454.0,10128.0,8012.0,6500.0,7000.0,7000.0,1
611,360000.0,2,1,2,29,0,0,-2,-2,-2,-1,3280.0,0.0,0.0,0.0,0.0,2650.0,0.0,0.0,0.0,0.0,2650.0,0.0,1
10579,360000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,12521.0,18746.0,47535.0,186.0,38169.0,2665.0,18843.0,48271.0,187.0,38359.0,2678.0,6169.0,0
7070,80000.0,1,1,1,40,0,0,2,2,2,2,28054.0,31201.0,31594.0,30787.0,34513.0,34995.0,3600.0,1200.0,0.0,4246.0,1200.0,1500.0,1
23359,300000.0,2,3,1,39,2,0,0,2,2,2,36656.0,37672.0,40743.0,41226.0,40263.0,42788.0,1929.0,4000.0,1446.0,0.0,3179.0,0.0,0
25874,170000.0,2,1,1,35,2,2,2,2,2,2,131909.0,133178.0,131711.0,139143.0,140987.0,144187.0,4800.0,2000.0,11000.0,5500.0,5500.0,5400.0,1
14775,60000.0,1,2,2,35,1,2,0,-1,-1,0,62522.0,60932.0,113580.0,673.0,28976.0,29719.0,0.0,1680.0,2752.0,59358.0,1231.0,1200.0,0
24314,400000.0,1,2,1,32,0,0,0,0,0,0,271974.0,337765.0,138235.0,136102.0,33340.0,63684.0,100000.0,10007.0,3601.0,22000.0,35802.0,2013.0,0
759,30000.0,2,2,2,24,0,0,0,0,0,0,31319.0,31181.0,31540.0,31016.0,30531.0,30528.0,1564.0,1800.0,1100.0,1500.0,1500.0,3000.0,0
6608,10000.0,2,2,2,22,0,0,0,0,0,2,5964.0,7145.0,8144.0,8861.0,10104.0,9803.0,1284.0,1283.0,1000.0,1535.0,0.0,1000.0,0
3723,50000.0,2,3,2,23,2,0,0,0,0,0,37350.0,39740.0,40779.0,41793.0,42916.0,44199.0,3000.0,2000.0,2000.0,1800.0,2000.0,2000.0,1
25528,420000.0,2,1,1,32,-1,-1,-2,-2,-2,-2,8871.0,358.0,0.0,0.0,20.0,0.0,358.0,0.0,0.0,20.0,0.0,0.0,0
25089,280000.0,1,1,1,60,-1,2,2,-2,-1,-1,495.0,109.0,-780.0,-1170.0,1473.0,558.0,4.0,390.0,0.0,3033.0,558.0,1320.0,1
15597,20000.0,2,2,2,22,1,2,0,0,2,2,9498.0,9202.0,10741.0,12326.0,11888.0,9351.0,0.0,2000.0,1800.0,0.0,900.0,0.0,1
14211,190000.0,2,2,2,39,0,0,0,0,2,0,70396.0,65185.0,53691.0,56997.0,55956.0,58020.0,5000.0,2000.0,4200.0,0.0,3000.0,9000.0,1
5465,80000.0,2,2,2,34,1,-1,-1,-2,-2,-2,0.0,7400.0,-600.0,-600.0,-600.0,-600.0,7400.0,0.0,0.0,0.0,0.0,0.0,0
20363,80000.0,1,1,1,37,2,0,0,0,0,0,81970.0,78754.0,74789.0,45883.0,29616.0,28916.0,3000.0,3139.0,2001.0,2081.0,1200.0,1500.0,1
28851,220000.0,2,1,1,42,3,2,2,2,2,2,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10906,20000.0,2,3,1,45,0,0,0,0,-1,-1,16392.0,16367.0,12426.0,11449.0,341.0,20875.0,2000.0,2426.0,1000.0,407.0,21769.0,793.0,0
16134,60000.0,2,2,2,28,1,-1,-1,2,-1,-1,0.0,1672.0,836.0,836.0,780.0,390.0,1672.0,836.0,0.0,780.0,390.0,0.0,1
12586,360000.0,2,1,1,41,0,0,0,0,0,0,250180.0,141206.0,64277.0,32727.0,13004.0,0.0,4428.0,2017.0,305.0,1240.0,0.0,0.0,0
3051,390000.0,1,4,2,29,1,2,0,0,0,0,407399.0,397464.0,395333.0,367400.0,304990.0,304303.0,0.0,14414.0,14411.0,76000.0,15000.0,13000.0,0
7322,360000.0,1,2,1,30,2,2,2,2,2,-2,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21048,100000.0,1,2,1,38,-1,-1,-1,2,0,0,7798.0,864.0,3302.0,2430.0,805.0,3415.0,864.0,2438.0,821.0,1.0,3110.0,2206.0,1
12021,80000.0,1,3,1,52,1,2,2,2,2,2,13701.0,13034.0,4119.0,2705.0,2855.0,1411.0,0.0,1200.0,0.0,1411.0,0.0,390.0,1
23216,320000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,2862.0,18729.0,23405.0,16662.0,38459.0,2836.0,18729.0,23421.0,16683.0,38459.0,2836.0,1286.0,0
8534,40000.0,1,3,2,49,2,0,0,0,0,0,34470.0,31226.0,30321.0,30124.0,33614.0,35665.0,2000.0,3000.0,3000.0,4000.0,3000.0,2000.0,1
18481,50000.0,2,1,1,25,0,0,0,0,0,-2,48294.0,48993.0,50702.0,49663.0,0.0,0.0,1805.0,2514.0,2475.0,0.0,0.0,0.0,1
1315,140000.0,1,2,1,48,-1,-1,2,0,0,-2,1600.0,5012.0,4739.0,4739.0,0.0,0.0,5012.0,0.0,0.0,0.0,0.0,2770.0,1
10889,110000.0,2,2,2,24,0,0,0,0,0,0,28956.0,33115.0,31752.0,30539.0,29468.0,33259.0,5000.0,2000.0,2000.0,2000.0,7000.0,2000.0,0
3539,30000.0,1,3,1,45,2,2,2,3,5,4,25161.0,24476.0,28721.0,31262.0,30217.0,29158.0,0.0,5000.0,3300.0,0.0,0.0,0.0,1
1869,40000.0,2,2,1,23,2,2,2,2,2,2,33895.0,33068.0,35704.0,36173.0,36796.0,37288.0,0.0,3200.0,1500.0,1500.0,1400.0,1500.0,1
15030,150000.0,1,1,1,46,2,2,2,2,2,2,148364.0,150565.0,150254.0,64644.0,40150.0,41250.0,5400.0,5026.0,1722.0,1500.0,3000.0,108058.0,1
25,50000.0,1,3,2,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0
26965,360000.0,1,3,1,41,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1420,200000.0,1,1,2,31,0,0,0,0,0,0,6618.0,6777.0,7957.0,4667.0,76187.0,74900.0,1900.0,3008.0,3500.0,73000.0,2700.0,3800.0,0
12588,30000.0,2,3,1,44,2,2,2,2,0,0,33382.0,34547.0,35100.0,32859.0,32041.0,31262.0,2000.0,1500.0,0.0,1112.0,1175.0,2200.0,1
14044,80000.0,2,1,1,45,1,2,0,0,2,0,74081.0,72329.0,74409.0,78180.0,76831.0,79570.0,0.0,3300.0,5600.0,0.0,4000.0,4000.0,1
15929,60000.0,2,2,1,32,2,2,2,2,2,2,20524.0,21584.0,22437.0,22771.0,23099.0,23583.0,1700.0,1500.0,1000.0,1000.0,1000.0,0.0,1
11670,20000.0,1,2,1,31,0,0,0,0,0,0,18490.0,25404.0,19789.0,19985.0,19676.0,6971.0,1500.0,2393.0,1000.0,494.0,139.0,19710.0,0
20236,50000.0,2,3,1,52,2,0,0,0,0,0,48970.0,49366.0,49803.0,49830.0,49539.0,50418.0,2100.0,2128.0,2079.0,1896.0,1803.0,1954.0,0
17034,10000.0,2,2,1,24,0,0,0,0,0,0,6902.0,7922.0,8939.0,9533.0,9692.0,9829.0,1142.0,1159.0,1140.0,692.0,829.0,1000.0,1
12692,120000.0,1,1,2,27,0,0,0,0,0,0,60109.0,44206.0,38083.0,36728.0,36952.0,35475.0,2415.0,1816.0,1381.0,1264.0,1228.0,1217.0,0
12222,30000.0,1,1,2,36,3,2,0,0,-1,-1,26851.0,26136.0,30391.0,13150.0,18504.0,6699.0,0.0,5334.0,39.0,18559.0,6821.0,26275.0,1
355,180000.0,1,2,1,45,-1,0,0,0,0,0,27679.0,28422.0,29650.0,29981.0,30419.0,31127.0,1481.0,2000.0,1100.0,1200.0,1500.0,1500.0,1
24527,190000.0,1,1,2,34,2,2,2,2,0,0,154258.0,166118.0,170001.0,165797.0,167654.0,178044.0,14500.0,8000.0,0.0,6100.0,13100.0,0.0,1
14520,30000.0,2,2,2,44,-1,-1,0,0,0,-1,2436.0,11376.0,21354.0,28308.0,23346.0,10784.0,11378.0,11004.0,9003.0,3349.0,10785.0,8984.0,0
13886,230000.0,1,1,1,37,-1,-1,-1,-1,-1,-1,3102.0,30428.0,5711.0,5770.0,7652.0,17825.0,30580.0,5739.0,5799.0,7690.0,17914.0,360.0,0
2159,220000.0,1,1,1,54,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2451,340000.0,1,3,1,40,0,0,0,0,0,0,77181.0,59873.0,60396.0,63720.0,65211.0,60053.0,5305.0,3000.0,5000.0,3000.0,5000.0,6000.0,0
17235,40000.0,2,3,1,39,2,2,2,2,2,2,22241.0,23273.0,24204.0,24510.0,24811.0,24274.0,1700.0,1600.0,1000.0,1000.0,0.0,2000.0,1
7994,100000.0,2,2,2,23,-1,-1,-1,-1,-1,-1,694.0,650.0,687.0,620.0,0.0,627.0,656.0,687.0,620.0,0.0,627.0,3620.0,1
11596,200000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,4938.0,2277.0,1209.0,0.0,1440.0,0.0,2286.0,2712.0,0.0,1440.0,0.0,0.0,0
29170,60000.0,2,2,2,53,1,2,0,0,0,2,8735.0,8448.0,9156.0,10226.0,12041.0,11704.0,0.0,1000.0,1226.0,2000.0,0.0,1100.0,1
27868,30000.0,2,3,2,26,0,0,0,0,0,-1,27818.0,27594.0,29717.0,28812.0,28762.0,10404.0,3000.0,2595.0,1200.0,1020.0,10404.0,51000.0,1
23133,280000.0,2,2,1,37,0,0,0,0,0,0,252814.0,255974.0,110389.0,114874.0,118273.0,114204.0,10610.0,10018.0,10000.0,5038.0,5039.0,5010.0,1
26740,200000.0,1,3,2,26,2,0,0,0,0,0,72763.0,53839.0,34228.0,26418.0,22196.0,15973.0,5041.0,14031.0,15021.0,15007.0,14004.0,14012.0,1
19178,180000.0,2,3,1,41,2,2,2,2,0,0,96093.0,100094.0,101204.0,98680.0,100644.0,102750.0,6500.0,3582.0,0.0,3605.0,3731.0,3752.0,1
16647,70000.0,1,3,1,40,0,0,0,0,0,-1,41986.0,31059.0,23283.0,11523.0,23516.0,1600.0,1455.0,1278.0,1000.0,235.0,1600.0,4316.0,0
12274,40000.0,2,2,2,23,2,2,2,0,0,0,33313.0,34086.0,33239.0,33938.0,34694.0,35389.0,1600.0,0.0,1250.0,1300.0,1270.0,2800.0,1
9853,50000.0,2,2,1,45,0,0,0,0,0,0,47823.0,48468.0,50955.0,49813.0,49290.0,50603.0,3144.0,3878.0,3000.0,2500.0,2000.0,1787.0,0
435,270000.0,2,2,1,32,1,2,2,2,2,2,234752.0,233036.0,229286.0,217644.0,223690.0,221413.0,10000.0,8000.0,0.0,16000.0,8000.0,0.0,1
27668,110000.0,2,1,2,24,1,2,0,0,0,0,115527.0,109871.0,110565.0,216850.0,110952.0,109169.0,0.0,4000.0,7000.0,7766.0,3982.0,5000.0,1
18091,280000.0,1,1,1,34,0,0,0,0,0,0,188698.0,353481.0,152132.0,138990.0,136778.0,137641.0,6337.0,6000.0,4974.0,5041.0,5215.0,7000.0,0
5067,50000.0,2,3,1,40,0,0,0,0,0,2,20831.0,21592.0,22571.0,23024.0,25567.0,24463.0,1400.0,1360.0,810.0,2900.0,0.0,1100.0,1
6744,10000.0,1,2,2,23,0,0,2,0,0,2,7886.0,9085.0,7784.0,8547.0,8907.0,6844.0,1500.0,1000.0,1000.0,600.0,200.0,500.0,1
1,120000.0,2,2,2,26,-1,2,0,0,0,2,2682.0,1725.0,2682.0,3272.0,3455.0,3261.0,0.0,1000.0,1000.0,1000.0,0.0,2000.0,1
22296,160000.0,2,1,2,30,0,0,0,0,0,0,78623.0,65315.0,52890.0,50275.0,51337.0,53349.0,3000.0,4000.0,2500.0,2500.0,3000.0,2800.0,0
17251,20000.0,2,3,1,37,1,2,0,0,2,0,15829.0,15283.0,16429.0,19764.0,19140.0,6420.0,0.0,1700.0,4000.0,0.0,1000.0,0.0,1
7151,40000.0,2,1,2,24,0,0,0,0,0,0,28140.0,32343.0,39717.0,37263.0,35224.0,34111.0,5000.0,8017.0,7000.0,4000.0,5000.0,5000.0,1
9340,30000.0,2,2,1,45,2,2,2,0,0,0,30330.0,30948.0,29480.0,28805.0,19733.0,16543.0,1400.0,0.0,928.0,602.0,768.0,1299.0,1
6391,330000.0,2,2,1,47,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,3155.0,4550.0,1264.0,0.0,0.0,3155.0,4550.0,1264.0,813.0,0
29687,240000.0,1,2,2,37,2,2,2,0,0,2,45070.0,46111.0,45268.0,46295.0,48903.0,49763.0,1900.0,0.0,1900.0,3500.0,1600.0,0.0,1
7877,500000.0,2,1,1,36,0,0,0,0,0,0,251931.0,301458.0,234316.0,199360.0,163408.0,186618.0,101458.0,10009.0,20071.0,20000.0,35565.0,18000.0,0
17906,60000.0,1,2,2,28,2,2,2,0,0,0,61743.0,62197.0,59892.0,60228.0,57969.0,55220.0,2800.0,0.0,3000.0,3000.0,3000.0,23000.0,1
20991,210000.0,1,3,1,38,2,2,2,2,2,2,122157.0,130309.0,116004.0,78564.0,37154.0,0.0,12301.0,16.0,5812.0,218.0,0.0,0.0,1
18600,80000.0,2,2,2,27,-1,-1,-1,-1,-1,-1,725.0,2959.0,1838.0,2899.0,1376.0,1320.0,2968.0,1838.0,2899.0,1376.0,1320.0,1107.0,0
6600,20000.0,1,2,2,24,1,3,2,2,3,2,7719.0,7455.0,7187.0,8367.0,7945.0,7669.0,0.0,0.0,1300.0,0.0,0.0,1000.0,0
2412,30000.0,1,2,3,50,2,0,0,0,0,0,11479.0,12981.0,14450.0,14903.0,16500.0,18715.0,2000.0,2000.0,693.0,2000.0,2500.0,668.0,1
7219,160000.0,2,2,1,26,-1,-1,-1,-1,-1,-1,1319.0,3934.0,399.0,690.0,590.0,0.0,3941.0,399.0,690.0,590.0,0.0,1926.0,1
6150,300000.0,2,3,2,39,1,-2,-1,-1,-1,-1,-3928.0,-5973.0,4735.0,6186.0,116.0,14429.0,1720.0,344467.0,6822.0,49.0,15000.0,12000.0,1
4995,20000.0,2,2,1,36,0,0,0,0,0,0,16320.0,18044.0,19003.0,19224.0,19050.0,19353.0,2000.0,1283.0,1003.0,1000.0,1002.0,1005.0,0
15491,110000.0,1,1,1,41,0,0,0,0,0,0,80959.0,80733.0,80984.0,80706.0,80580.0,77993.0,3486.0,2958.0,2803.0,2940.0,2821.0,2806.0,0
27962,70000.0,2,2,2,25,1,2,0,0,0,0,73167.0,70238.0,70640.0,71298.0,70930.0,72491.0,0.0,2600.0,3000.0,3000.0,6000.0,0.0,0
15258,130000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,0
21604,110000.0,2,2,2,25,0,0,0,0,0,0,80374.0,81652.0,47291.0,43857.0,45684.0,40994.0,3000.0,3000.0,2173.0,3000.0,3500.0,1538.0,0
16322,130000.0,2,2,1,42,1,-2,-1,-1,-1,-2,0.0,0.0,441.0,305.0,0.0,0.0,0.0,441.0,305.0,0.0,0.0,0.0,1
20526,160000.0,1,2,2,30,0,0,0,0,0,0,155967.0,151161.0,132051.0,93367.0,84622.0,87255.0,7541.0,5500.0,4200.0,3032.0,4000.0,2609.0,0
28427,80000.0,2,2,2,31,-2,-2,-2,-2,-2,-2,4771.0,4771.0,538.0,15664.0,150.0,1150.0,4771.0,538.0,15664.0,150.0,1150.0,791.0,0
16326,200000.0,2,2,3,40,0,0,0,-1,0,-1,118728.0,110699.0,61827.0,35902.0,326.0,1446.0,4895.0,3927.0,35955.0,0.0,5826.0,4706.0,1
6390,150000.0,2,2,2,33,-1,0,0,0,0,0,46006.0,45425.0,32139.0,53639.0,51873.0,64675.0,2000.0,3000.0,40009.0,5000.0,20000.0,62339.0,0
29680,50000.0,1,3,1,47,1,2,0,0,0,2,16217.0,15664.0,16693.0,17407.0,18660.0,19115.0,0.0,1586.0,1300.0,1546.0,900.0,0.0,0
26801,200000.0,1,1,1,30,3,2,2,2,2,2,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25343,210000.0,2,4,2,27,1,-2,-1,-1,-2,-2,0.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0
22306,100000.0,2,2,1,27,-1,2,-1,2,0,0,667.0,667.0,6637.0,6300.0,12300.0,0.0,0.0,6637.0,0.0,6000.0,0.0,3022.0,1
1113,110000.0,1,1,2,33,0,0,0,0,0,0,12633.0,88334.0,53978.0,23687.0,26567.0,8435.0,80004.0,1500.0,12013.0,7000.0,2000.0,4000.0,0
5920,200000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,105.0,271.0,588.0,111.0,305.0,432.0,271.0,588.0,111.0,305.0,432.0,0.0,1
21029,50000.0,1,3,1,35,0,0,0,0,0,0,50500.0,50181.0,49630.0,50153.0,30914.0,29200.0,2000.0,2200.0,1968.0,1106.0,1040.0,1069.0,1
96,360000.0,1,1,1,43,-1,-1,-1,-1,-1,0,3967.0,8322.0,3394.0,6451.0,26370.0,9956.0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0
22114,220000.0,2,1,1,30,2,2,0,0,0,0,150682.0,139629.0,136020.0,115942.0,54611.0,42363.0,0.0,6824.0,2726.0,1239.0,2953.0,112742.0,0
1392,200000.0,2,2,1,26,0,0,0,0,0,0,47236.0,45200.0,35939.0,34096.0,34876.0,34615.0,1800.0,1603.0,2000.0,2500.0,1500.0,1500.0,0
2586,60000.0,1,3,2,34,0,0,0,0,0,0,35187.0,36236.0,37220.0,37963.0,38875.0,39184.0,1616.0,1600.0,1336.0,1500.0,1448.0,1157.0,1
26558,50000.0,2,3,3,51,0,0,0,0,0,0,44788.0,45471.0,46394.0,47865.0,47455.0,48426.0,2352.0,2275.0,2398.0,1336.0,1366.0,1444.0,1
5785,60000.0,1,2,2,26,2,2,2,2,0,0,61103.0,61380.0,62158.0,120142.0,60428.0,58192.0,3000.0,2746.0,0.0,2297.0,1875.0,1158.0,1
17453,320000.0,2,1,1,36,-1,2,0,0,0,0,7868.0,6728.0,13355.0,16876.0,20443.0,24101.0,0.0,8000.0,5000.0,5000.0,5000.0,11906.0,0
28157,130000.0,2,3,1,31,0,-1,-1,-1,-1,0,62518.0,4049.0,6690.0,-1018.0,89445.0,90179.0,4065.0,6704.0,21018.0,92610.0,3272.0,3332.0,1
1986,50000.0,1,2,2,35,0,0,0,0,0,0,48813.0,50789.0,49624.0,19880.0,20431.0,19559.0,5000.0,23000.0,838.0,1000.0,1000.0,1000.0,0
28899,20000.0,2,2,1,43,2,0,0,2,0,0,13139.0,13915.0,18667.0,18072.0,18120.0,19329.0,1300.0,5000.0,0.0,640.0,1497.0,0.0,1
1452,50000.0,1,2,1,54,-2,-2,-2,-2,-2,-2,1583.0,2134.0,0.0,2025.0,0.0,1924.0,2134.0,0.0,2025.0,0.0,1924.0,0.0,0
1645,50000.0,1,2,1,48,0,0,0,0,0,0,40931.0,40892.0,41612.0,18825.0,18019.0,18124.0,1880.0,1650.0,10000.0,1000.0,700.0,600.0,1
17902,30000.0,1,2,2,28,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,2805.0,0.0,0.0,0.0,0.0,2805.0,0.0,0.0,0
26113,180000.0,2,2,1,27,0,0,0,0,0,0,3063.0,4083.0,4634.0,3652.0,1973.0,689.0,1084.0,1084.0,1005.0,46.0,16.0,0.0,0
11810,30000.0,2,2,1,27,0,0,0,0,0,0,23134.0,23302.0,22844.0,22101.0,19535.0,19580.0,1712.0,1400.0,442.0,391.0,500.0,0.0,0
18345,20000.0,2,1,2,22,0,-1,-1,0,-1,-1,18479.0,2005.0,7839.0,5386.0,10690.0,3413.0,2022.0,15210.0,1000.0,10690.0,3413.0,390.0,0
16379,30000.0,2,3,1,46,1,2,2,2,2,2,29201.0,30406.0,31295.0,29929.0,27744.0,28117.0,2000.0,1700.0,954.0,0.0,2253.0,1106.0,1
8445,50000.0,1,2,1,36,0,0,0,-2,-2,-2,48612.0,50525.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0
2962,100000.0,1,1,2,32,-1,-1,-1,-1,2,-1,671.0,671.0,671.0,1642.0,821.0,671.0,671.0,671.0,1642.0,0.0,671.0,671.0,1
19220,30000.0,2,2,1,47,2,2,2,0,0,0,25893.0,30628.0,29368.0,27769.0,25999.0,26924.0,5501.0,22.0,2000.0,1000.0,2000.0,2039.0,1
27163,10000.0,1,1,1,42,4,3,2,2,2,0,6744.0,6494.0,6247.0,7975.0,7701.0,7787.0,0.0,0.0,2000.0,0.0,359.0,331.0,0
16825,100000.0,1,2,2,44,0,0,0,-1,-1,0,20439.0,6882.0,2456.0,1537.0,1642.0,110.0,1068.0,1007.0,1741.0,1646.0,100.0,0.0,1
8548,10000.0,1,2,2,28,-1,2,-1,-1,2,2,200.0,100.0,370.0,1766.0,1496.0,8356.0,0.0,370.0,1496.0,0.0,7000.0,0.0,0
27189,120000.0,1,2,2,29,1,-1,-1,-1,0,-1,0.0,326.0,326.0,652.0,326.0,326.0,652.0,326.0,652.0,0.0,326.0,326.0,1
9217,180000.0,2,2,2,23,0,0,0,0,0,2,178239.0,178856.0,177754.0,178191.0,183051.0,179546.0,7969.0,6379.0,6319.0,10671.0,3000.0,5400.0,1
9951,280000.0,2,2,2,24,-1,-1,-1,-1,-1,-2,1481.0,11884.0,-27.0,5443.0,-13.0,-13.0,11943.0,0.0,5470.0,0.0,0.0,0.0,1
12989,100000.0,2,2,2,36,-1,-1,-2,-2,-2,-2,14891.0,-709.0,-1813.0,-2011.0,1751.0,2238.0,0.0,0.0,0.0,3989.0,946.0,154.0,0
13978,310000.0,2,2,1,32,0,0,0,0,0,0,73491.0,76452.0,78736.0,80590.0,82453.0,84252.0,4000.0,4000.0,3000.0,3000.0,3000.0,5000.0,0
872,500000.0,2,3,1,38,-2,-2,-2,-2,-2,-2,13655.0,8351.0,2340.0,2340.0,11435.0,189.0,8351.0,2340.0,2340.0,11435.0,189.0,5391.0,0
27773,80000.0,2,2,1,24,2,2,-1,0,0,0,3177.0,-13.0,4229.0,4161.0,4042.0,6807.0,0.0,4242.0,1032.0,1000.0,2812.0,2248.0,1
6616,70000.0,2,3,2,52,0,0,0,0,0,0,105991.0,67243.0,67533.0,28653.0,29253.0,26185.0,2777.0,1751.0,969.0,1004.0,938.0,1122.0,0
13369,150000.0,1,1,1,31,2,2,2,2,2,2,159734.0,160247.0,131511.0,129369.0,123191.0,132072.0,4800.0,4006.0,3669.0,0.0,11781.0,0.0,1
27166,10000.0,1,3,2,44,1,2,0,0,0,0,7816.0,7542.0,8561.0,9571.0,9761.0,10106.0,0.0,1149.0,1159.0,349.0,502.0,200.0,0
27800,100000.0,2,2,2,26,2,2,2,2,2,2,30067.0,36705.0,35847.0,37939.0,38619.0,37868.0,7500.0,0.0,3500.0,1600.0,0.0,1600.0,1
8947,180000.0,2,3,2,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11704,30000.0,2,3,1,22,1,2,0,0,4,4,21508.0,20881.0,23217.0,28498.0,28060.0,29999.0,0.0,3000.0,6000.0,1200.0,3000.0,0.0,1
10755,50000.0,2,2,1,42,0,0,0,0,0,0,11618.0,12641.0,13953.0,13924.0,14399.0,14610.0,1216.0,1528.0,499.0,700.0,600.0,541.0,0
5700,180000.0,2,1,1,30,-1,-1,-2,-2,-2,-2,2743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26541,30000.0,2,2,1,51,-2,-2,-2,-2,-2,-2,1724.0,1222.0,4952.0,6693.0,22761.0,10044.0,1222.0,4972.0,7629.0,22817.0,10056.0,298.0,1
18398,210000.0,2,2,2,23,0,0,0,0,0,0,9987.0,14769.0,16658.0,21032.0,19497.0,3510.0,5000.0,5000.0,5000.0,8000.0,2000.0,4209.0,0
21578,70000.0,2,1,2,25,-1,-1,-1,-1,-2,-1,1288.0,0.0,1999.0,0.0,0.0,842.0,0.0,1999.0,0.0,0.0,842.0,0.0,0
18930,210000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,0
18440,20000.0,2,2,2,23,0,0,0,-2,-2,-2,8936.0,9700.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
18515,20000.0,2,2,2,24,2,0,0,0,0,3,2968.0,3980.0,5075.0,5979.0,6796.0,6463.0,1223.0,1318.0,1183.0,1000.0,0.0,0.0,1
19820,200000.0,2,2,1,46,-1,2,2,-1,-1,2,2893.0,2881.0,1436.0,1261.0,2849.0,1438.0,1436.0,0.0,1261.0,2849.0,0.0,1261.0,1
26181,120000.0,2,2,2,33,0,0,0,0,0,0,135770.0,136901.0,115299.0,117498.0,89417.0,91370.0,5000.0,5000.0,4620.0,3200.0,3300.0,5000.0,0
23629,150000.0,2,2,2,42,0,0,0,-2,-2,-1,97066.0,95040.0,0.0,0.0,0.0,217.0,2000.0,0.0,0.0,0.0,217.0,2972.0,0
28057,50000.0,2,3,1,34,2,2,2,2,2,2,28289.0,32783.0,33714.0,32250.0,34245.0,19719.0,5000.0,3000.0,0.0,5000.0,0.0,3000.0,1
10085,90000.0,1,2,2,31,0,0,0,0,0,0,34704.0,36426.0,35387.0,36838.0,35867.0,36841.0,3000.0,1549.0,2000.0,2000.0,2000.0,1000.0,0
29837,500000.0,1,1,2,34,0,0,0,0,0,0,494356.0,488578.0,488166.0,485249.0,441981.0,424592.0,17438.0,18852.0,16673.0,15244.0,15216.0,16037.0,0
4888,160000.0,2,2,1,28,0,0,0,0,0,0,6031.0,7057.0,7912.0,8080.0,8250.0,8565.0,1280.0,1132.0,300.0,300.0,452.0,312.0,0
1116,150000.0,2,2,2,37,0,0,0,0,0,0,80463.0,82513.0,84271.0,43832.0,33963.0,34638.0,3348.0,3490.0,1402.0,1233.0,1240.0,1284.0,1
22791,220000.0,2,2,1,36,2,2,2,2,0,0,192654.0,195725.0,197466.0,189149.0,187531.0,187856.0,8500.0,8200.0,0.0,7000.0,7000.0,7200.0,1
28023,180000.0,2,2,1,32,0,0,0,0,0,0,95917.0,85902.0,77013.0,69551.0,62960.0,59487.0,2986.0,3000.0,2367.0,3000.0,3554.0,5495.0,0
